no,content,score,date
192,호불호 많이 갈리는 영화 진짜로  솔직히 평점 이해못하겠음 영화 끝나고 별로라고하는 사람 많았음 주위 친구들도 핵노잼이라는 친구 3이면 인생영화라는 친구 1  이정도,1,2016.12.25 02:43
193,재미없다  정말이다,1,2016.12.18 19:00
194,진심    궁금하신분들 금방 내릴거같으니 몇주만 참고 집에서 보세요이건뭐 뻔한 한국 재난영화 피했다가 제대로 똥밟았네요뭐 실험적인 예술영화 찍고싶은 감독의 의도로 나온 쓰레기  빙우 롤러코스터 이후로 진짜 오랜만에 상영관 탈출욕구 넘친 영화네요,1,2016.12.11 23:12
195,난 정말 재미없었음   전개가 너무 거지같았음 지루해서 계속 졸고   돈아까움,1,2016.12.11 15:01
196,스토리부터시작해서 전부 개판인데 음악빨로 가는 영화를 재미없다했다고 인생을즐기지못하느니 성격에 문제있니없니  크으 하긴 대가리에 든게없으니 이딴영화빨아대는거지,1,2017.01.25 13:37
197,배뎃 존나 오글거리네      진짜 진지감성충들 참 많네  물론 감성적인 것은 좋지만  영화는 흡입력이 있어야되는데   진짜 지루하고 졸린 영화,1,2016.12.15 09:47
198,아우 잠와미치겠네 뭐 내일죽으면 오늘보러올영화 개뿔진짜 평점알바가 존재하는구나,1,2016.12.07 22:14
199,지나치게 과대평가 되었다  나쁘지는 않지만 역대 뮤지컬영화들에 비하면 그리 훌륭하지도 대단하지도 않다  영화사에 길이 남을 명작은 절대 아니다  헐리웃 배우들이 원색의 잔치속에서 노래하고 춤추면 다 걸작인가   결정적으로 별로 재미가 없다,1,2017.02.03 12:01
200,관람객       제 스타일 영화는 아니었던거 같아요,1,2017.02.05 16:09
201,스토리 개연성 노답   천문대    개 유치 노답  여주는 배신자,1,2017.01.02 13:49
202,관람객       생각보다 너무 별로    전개가,1,2017.01.15 20:56
203,관람객       역시 2번째 봤는데도 존잼,10,2016.12.16 10:06
204,현실적인   39 척  39  하는 비현실적인 영화 여주 캐릭터 매력없고 재즈피아노 좋아하는데 처음엔 좋았으나 너무 반복해서 나중엔 듣기 싫을정도 특히 스토리 혐 그렇다고 영상미 음악 뮤지컬 내용 연기 모 하나 뛰어난것 없이 짬뽕스러운 느낌,1,2016.12.25 21:10
205,관람객       보다가 잘뻔했는데 이런 영화는 평점 높게 줘야 자기가 영화볼 줄 안다는 소리 듣는다 느껴서 높게 평가흐는 사람들 많은듯,1,2016.12.18 11:02
206,기대하고갔는데 정말 별로였습니다내용도 딱히 탄탄하고 재밌는구성은아니구요좀 지루한  영화가말하고자하는 메시지는 좋은데 재미없게봤습니다 약간어설픈것같은느낌도 들고 감동적인 장면은 별로 안감동적이예요  엠마스톤은여전히매력적  걍엠마스톤보러간영화,3,2016.12.08 12:06
207,이건 정말 아름다운영화다 라고 보여지고 싶어서 작정하고 오바한 영화  댓글알바들 다 쏴버리고 싶다  극중 삼바 타파스처럼 재즈도 로맨스도 아닌 잡탕  누가 비긴어게인에 견줄만한영화라 함     퐉씨,1,2016.12.08 23:40
208,진부한 스토리  뻔한 뮤지컬형식  난잡한 진행  개연성 증발  전달하고자 하는 의미 상실  마지막 상상씬은 감독이 뭘 말하고자 하는건지    진심 뱔점 안다는데 이영화는 오랜만에 단다 별점 조작했는지 의심스럽다,1,2017.01.02 22:10
209,이딴걸 인생영화라고   여주  개짜증나는 스타일이다 남주는 밴드나  그냥하지 중간중간  졸린걸  참고봤는데  엔딩보고  욕나왔다,1,2017.01.01 10:18
210,관람객       그냥 그래요  스토리가 신통치 않음,5,2016.12.18 15:15
211,정확히 하품 17번 나왔다,1,2016.12.25 23:30
212,평점알바가 존재한단걸 알려준 영화,1,2017.01.02 02:45
213,첫장면부터 오글거리는 뮤지컬 클리셰 범벅  노래 자체도 별론데다가 배우들은 노래를 못함 심지어 탭댄스도 잘 못춤 와이어액션 보다가 헛웃음 나옴    인간들이 개눈박이인건지 아님 후기 알바인건지 나원참 아무튼 지루해서 보다 포기하고 나옴,1,2016.12.08 22:02
214,하    영화에 감각이 없어서 그런지 시간과 돈이 많이 아깝네요  유투브가 더 교훈과 재미  감동이 있는 것 같아요   그리고 카메라가 빙글빙글 돌 때   속이 울렁거려서 콜라를 다 먹었네요  처음으로,1,2016.12.19 20:14
215,음악도 좋아하고  재즈도 좋아하고  뮤지컬도 좋아한다  근데 이 영화는 저 삼요소를 모두 갖추고도 내게 노잼을 선사했다,1,2017.01.09 19:13
216,이 영화는 스릴러 영화다 같이간 친구가 재미없다고 나가자고 할까봐 손에 땀을쥐고 봤다  절교가 예상되는 박진감넘친 시간이었다,1,2017.01.01 05:32
217,관람객       두번 봐도 아깝지 않을 영화,9,2016.12.14 19:26
218,관람객       난 정말 별루   내스타일이 아님,1,2016.12.25 22:17
219,관람객       한마디로 기대이하의 최악의 영화네요 네티즌 과 기자단 평점이 좋아서 기대하고 갔는데 줄거리가 너무 형편없어서 아주 실망했습니다  추천하고 싶지않습니다,1,2016.12.24 21:24
220,이거 누가 조작하냐    오후에 본 영화인데 잠들고 중간에 나가고 싶었던 영화는 처음이다 지루하게 짝이없고 무분별한 스토리에 그냥 노잼,1,2016.12.11 20:35
221,관람객       세상의 모든 예술가  사랑하는 연인들  바보처럼 꿈꾸는 사람들  현실에 지친 이들  감성을 잃어가는 사람들을 위한 영화 지친 현실 속에서 머리로만 꿈꾸던 아름다움을 스크린에 담았다 뮤지컬에 대한 생각이 바뀌었다 너무 아름답다,10,2016.12.09 01:02
222,남녀 주인공의 매력 참신한 영상미  빼면갠적으로 노래도 별로고  지루해서참고보기  힘든영화 였습니다,1,2016.12.18 14:51
223,내가 뮤지컬 참 좋아하는데  이런류의 영화 참 좋아하는데  막 재미없는 정도는 아니지만 지금 평점 너무 높아 평점 낮추기위해 1점 줍니다  평점 6 5 적절,1,2016.12.17 20:45
224,생애처음으로 영화에 평점이란걸 달아본다스토리는 뻔하고 이건뭐그럴수밖에없다고생각   감동이 전달되지않는다개연성도 전혀없고몰입이안되서 하품만난다왜 이걸 돈주고봐야하는지 이해가안간다왜이렇게 평이좋은지 알수없는영화이다,1,2016.12.21 17:44
225,관람객       색감이 이쁘다고 해서 봤는데 정말 색감만 이쁨 나랑 안맞는듯,1,2017.01.09 18:54
226,인생 최악의 영화  본영화중에 제일    라고할정도,1,2016.12.18 23:26
227,낚였음   계절이 바뀔 때마다 집에 가고 싶은 강한 충동을 느꼈음,1,2016.12.17 20:13
228,관람객       인생영화는 아니였음 나만그런가,1,2017.01.14 18:27
229,호불호가 갈리는 이 영화 난 솔직히 별로였음  뭐 인생영화라는데 점점 지루해져가는 영화  영화관사람들 나와 같은반응들  내가 뭘 본거지  이런반응,1,2017.01.10 02:10
230,이영화만든 새1끼 존  때리고싶다오글거리고 뜬금없이 갑자기 왜춤추는지 재즈에대해 얘기하는데 이해하나도안가고자기들끼리 존나바쁘던데 무슨얘기를하는건지내머리가 나쁜건지 노래도별루고자고싶어도 스1바 존1나게 시끄러워서 잠도못자겟다재즈혐오증걸렷다,1,2016.12.26 01:55
231,아 여주 진짜 너무 싫음,1,2016.12.11 19:55
232,관람객       별루  별로야 진짜 그냥 구렸어,1,2016.12.28 20:42
233,관람객       흠    흔한 스토리에 특별할거 없는 음악    무엇보다 엔딩이,1,2016.12.21 00:39
234,내일 죽는다면 이 영화를 보지 마시고 그 돈으로 맛있는거나 먹는게 200배 나을거같아요,1,2016.12.08 12:08
235,네이버 평점보고 내가 미친넘인줄 알았다 내 인생 최악의 영화가 이런 평점이라니 충격이다,1,2016.12.23 19:51
236,화면은 예쁜데 스토리 바닥,1,2017.01.19 14:43
237,관람객       안될영화입니다보지마세여,1,2017.01.02 00:36
238,어바웃타임 비긴어게인 재밌게봤어요 이런거 안좋아하나부다 싶어하지마세요 이 영화가 이상한거예요,1,2016.12.25 22:54
239,썸남이랑 보러 가서 둘다 졸다가 망했구나 싶었는데 너무 재미없어서 스킨십하다가 1일됨     로맨틱영화 맞네요 결과가 어찌됐든,1,2016.12.12 10:04
240,관람객       음   주관적으로 봤을 떄 추천 하고 싶진 않음,1,2016.12.18 11:54
241,관람객       재즈가 싫어지는 영화  정신없고 지루함,1,2016.12.16 23:57
242,영화 도중 그냥 나갈까 생각한 첫 영화,1,2017.01.04 15:22
243,호불호가 갈리네요  맘마미아 같은 영환줄 알았는데 스토리가 지루하네요   나만 재미 없나,1,2017.01.02 22:03
244,관람객       졸렸어요    생각보다 실망,1,2017.01.03 11:27
245,평점 댓글 사기꾼같다 나랑 내친구랑 너무 재미없어서 충격받았는데 5분만에집에가고싶어지던데,1,2016.12.17 13:29
246,관람객       이거를 도대체 왜보는건가요,1,2016.12.20 16:15
247,관람객       보는 내내 졸리고 별루,2,2016.12.12 14:11
248,관람객       누가 본다고하면 발목을 부셔서라도 말리고 싶다,1,2016.12.28 23:34
249,1점도 아깝다 시작하자마자 고속도로에서   하는거부터 노잼이라생각하고 30분보자마자 집가고싶어서안달낫음 엄마생신이라 가족끼리단체로보러갓는데 다들졸려죽을라고함 돈주고보기아까움 영상미좋다는거 몇분나옴     나올락말락하다가 짠나오는게아님,1,2017.01.15 23:16
250,결론은 남자덕에 성공하자 배신때림  영원히 사랑할거란것도 뻥  남녀가 바꼈으면 욕 바가지로 먹었을영화  음악은 좋은데 분노가 치민다,1,2017.02.04 21:18
251,관람객       불호 노잼  비추함,1,2017.01.04 02:43
252,여주가 성공한게 남주덕분인데 남주 버리고 돈많은 남자만나 애낳고  여주 포장하는 영화임  영화알바가 정말 존재하네요  내일 죽는다면 이 영화보지마시고 그 돈으로 맛있는거 사먹는게 백배 천배 낫습니다,1,2017.01.15 11:56
253,영상미 음악성있는건 알겠는데 너무 루즈해서 관객들중 반정도는 졸고있음,1,2016.12.17 23:16
254,영화 보는 내내 환상속에 둥둥 떠다니는 느낌이었다  사랑을 해 본 사람이라면 눈물없이 보지 못할 영화 아닐까     우리나라도 이런 영화를 만들었음 좋겠다는 생각을 문득 했지만 역시    스케일의 차이랄까,9,2016.12.07 21:44
255,관람객       졸음을 참아가면서 봄    와    핵 노잼,1,2017.01.22 12:21
256,진심 최악의 영화  개연성도 없고 스토리는 굉장히 지루  계절하나하나 나올때마다 설마 겨울까지 가는건가 나를 공포로 떨게만듬   클리셰 덩어리의 끝장판,1,2016.12.26 17:22
257,관람객       진심보지마세요진심그냥무한도전보세요,1,2017.01.09 01:45
258,관람객       전형적인 코요테어글리식 신파극,1,2016.12.18 12:59
259,관람객       솔직히 재미가 없네요,5,2016.12.08 07:53
260,진짜 영화보다 존적 처음   하품나오는데 돈아까워사 끝까지봤다  근데 끝까지노잼  평점왜이리높은지 이해불가   노잼 보지마요 돈아까움  밑에어떤분이 말한것처럼 스쳐지나간 인연을 꿈처럼 그려놓은영화 남주만 불쌍,1,2017.01.01 15:43
261,기다림,1,2017.01.02 15:25
262,1점도 아깝다 시작부터 몰입이 전혀 안됨 정말 중간에 너무나가고 싶었다  이미 예정된 노래를 장면 중간중간 억지로 끼워 넣은 느낌  인생 최악의 영화다 도저히 어느 부분에서 감동을 느끼고 놀라워야 하는지  높은 평점에 같이 동조를 못하는 것이 놀라울뿐,1,2017.01.03 20:09
263,보는내내넘지루했네요        눈물이없는거아닌데   도대체어느포인트에서눈물이나는건지,1,2017.01.20 21:06
264,뮤지컬스런 영화라 취향에 안맞는 사람이 봤을때는 핵노잼인 영화인듯   보다가 나온영화는 정말 처음이네요 작품성 예술성 그런거 좋아 하는 분들이나 평점 높은듯  전 그딴거 몰라서 보다가 생애 첨으로 중간에 나왔네요,1,2017.01.28 03:16
265,이 영화 또라이같은건 나만그런건가     되게 못하는 뮤지컬 영화같은 느낌      내용도 이상하고  전개도 이상하고 뜬금없는 결말 나만 들었나 여기저기 한숨소리     삼류 뮤지컬영화같음 아    피곤하다,1,2017.01.06 00:23
266,평점이랑 리뷰 이런것보고 재미있다는 그런 글만 보고 판도라를 버리고 봤는데 첫부분부터 망치로 한대 맞은느낌이네요 멍  앞에 앉은커플들은 10분만에 나가버리더군요왠만하면 이런글도 안남기는데 최악입니다 존 레전드 노래만 좋네요  역대 최악임,1,2016.12.18 22:20
267,에이 극찬 받을만큼 잘 만든건 아니네  보실분은 겉멋들린후기 같은거 읽지 마시고 스스로 느끼보세요,6,2016.12.10 03:46
268,인생영화가 아니라 인생 최악의 영화  영상미는 좋았지만 싸우는 장면 빼곤 지루하기 짝이 없음  결말도 너무나 어이없었음  평점 후기 보고 기대했는데 어떻게 내 생각과 이렇게 반대일 수 있는지   시간 돈이 아까웠다,1,2016.12.25 19:09
269,관람객       와 정말 지루하고 졸린 영화,1,2017.01.02 14:38
270,니가 사는 그 집  그 집이 내 집이었어야 해,1,2017.01.04 02:30
271,뮤지컬영화    뮤지컬은 적어도 그 한정된 시간에 말하고자하는 바를 유기적으로 담는다  하지만 이작품은 뮤지컬의 단점만 쏙쏙 뽑아만든 허섭   같다  도대체 연출을 왜 그따위로 한거지  유치한 스토리라인에 마지막 회상씬으로 주제조차도 모호하게만듬 과욕,1,2017.01.01 21:12
272,별점 1점도 주기 아깝다 존나 재미없다,1,2017.01.02 01:47
273,관람객       정말 노잼   너무 지루했어요,1,2017.02.09 21:50
274,평점 갠적으로 이해가 안됩니다너무 재미없었거든요  첫 고속도로 장면은 되게 좋았는데 그담부턴 이게 고문인가 싶을정도친구랑 저 1시간 잔것같습니다 문학적으로 휼륭하다고 할순 있겠지만 재밌는 영화 아닌듯   기승전결에서 기승만 있는 느낌  완전비추,1,2017.01.13 15:08
